mid,publish_time,user_name,user_link,content,source,location_url,location_name,image_urls,weibo_link,forward_num,comment_num,like_num
4798355216009646,2022-08-03 12:21,安康政法,https://weibo.com/6315206710?refer_flag=1001030103_,【#购买食用国家二级保护动物如何担责#？】网红博主“提子”拍摄水煮鲨鱼和烧烤鲨鱼的视频引发关注。 7月31日，记者获悉，南充#警方认定网红用濒危大白鲨做美食#。销售、购买、食用国家二级保护动物需要承担什么责任？一起来听律师说…… （法治网）L法治网的微博视频 ​​​,微博视频号,,,,https://weibo.com/6315206710/LFgFrpdnM?refer_flag=1001030103_,1,5,4
4798351806038972,2022-08-03 12:08,安康中院,https://weibo.com/3760705624?refer_flag=1001030103_,【#购买食用国家二级保护动物如何担责#？】网红博主“提子”拍摄水煮鲨鱼和烧烤鲨鱼的视频引发关注。 7月31日，记者获悉，南充#警方认定网红用濒危大白鲨做美食#。销售、购买、食用国家二级保护动物需要承担什么责任？一起来听律师说…… （法治网）L法治网的微博视频 ​​​,微博视频号,,,,https://weibo.com/3760705624/LFgzWpl0M?refer_flag=1001030103_,0,4,2
4798348526357368,2022-08-03 11:55,平安郑州,https://weibo.com/2055648745?refer_flag=1001030103_,【#律师解读网红食用濒危动物噬人鲨#：或被判处五年以下】近日，四川南充一网红直播食用鲨鱼引发热议。据悉，#警方认定网红用濒危大白鲨做美食#。徐江涛律师对此进行解读，根据《刑法》规定，非法猎捕、杀害濒危野生动物，或者非法收购、运输、出售濒危野生动物及其制品的，处五年以下有期徒刑。直播平台发现直播违法行为未及时制止的，国家部门可以对其予以相应的行政处罚甚至关停，情节严重的可以追究其他法律责任。#网红吃大白鲨事件必须严查# L山海视频的微博视频 收起d,微博视频号,,,,https://weibo.com/2055648745/LFguEqFQc?refer_flag=1001030103_,0,5,1
4798346914431203,2022-08-03 11:48,莲湖区法院,https://weibo.com/3841206585?refer_flag=1001030103_,#警方认定网红用濒危大白鲨做美食#【警方回应：#网红食用的鲨鱼鉴定确为大白鲨#】7月14日，一位名叫“提子”的美食网红博主拍摄水煮鲨鱼和烧烤鲨鱼的视频火爆网络，有科普博主反映，这条鲨鱼是国际濒危野生动物噬人鲨，相当于国家二级保护动物，“网红疑用濒危大白鲨做美食”迅速冲上热搜。       7月31日，记者从南充警方获悉，经鉴定，网红“提子”视频中的鲨鱼确是噬人鲨（也称大白鲨），相关案件正在进一步办理中。       根据刑法第三百四十一条规定，非法猎捕、杀害国家重点保护的珍贵、濒危野生动物，或者非法收购、运输、出售国家重点保护的珍贵、濒危野生动物及其制品的，处五年以下有期徒刑或者拘役，并处罚金；情节严重的，处五年以上十年以下有期徒刑，并处罚金；情节特别严重的，处十年以上有期徒刑，并处罚金或者没收财产。详见↓（封面新闻 、法治日报）O网红疑用濒危大白鲨做美食 警方回应：确是大白鲨 相关案件正在办理中 收起d,HUAWEI P30 Pro,,,,https://weibo.com/3841206585/LFgs3iAL1?refer_flag=1001030103_,0,0,1
4798331102696503,2022-08-03 10:45,Me10veMeal0t,https://weibo.com/5264578024?refer_flag=1001030103_,#警方认定网红用濒危大白鲨做美食#好恶心 ​,iPhone客户端,,,,https://weibo.com/5264578024/LFg2ybjtZ?refer_flag=1001030103_,0,0,5
4798306377271269,2022-08-03 09:07,叶下黯淡忧伤落q,https://weibo.com/6641131388?refer_flag=1001030103_,#警方认定网红用濒危大白鲨做美食#希望可以彻查 ​,荣耀60 5G,,,,https://weibo.com/6641131388/LFfoFuvAx?refer_flag=1001030103_,0,0,0
4798296638358817,2022-08-03 08:28,从来不指望被任何人疼爱,https://weibo.com/7728439397?refer_flag=1001030103_,网红博主提子吃濒危大白鲨！心痛！二级保护动物啊！#警方认定网红用濒危大白鲨做美食 #给网红提供大白鲨人员已被控制 #大白鲨 ##快手# @快手 L主持人土土的快手视频 ​,微博视频号,,,,https://weibo.com/7728439397/LFf8Xz4vD?refer_flag=1001030103_,0,0,0
4798291088250389,2022-08-03 08:06,未央检察,https://weibo.com/2849814611?refer_flag=1001030103_,#法治微课堂##西检普法# 【#购买食用国家二级保护动物如何担责#？】网红博主“提子”拍摄水煮鲨鱼和烧烤鲨鱼的视频引发关注。 7月31日，记者获悉，南充#警方认定网红用濒危大白鲨做美食#。销售、购买、食用国家二级保护动物需要承担什么责任？一起来听律师说…… （法治网）L法治网的微博视频 ​,微博视频号,,,,https://weibo.com/2849814611/LFf00yCiN?refer_flag=1001030103_,0,1,0
4798280384907119,2022-08-03 07:24,全自动枫叶,https://weibo.com/6604017523?refer_flag=1001030103_,#警方认定网红用濒危大白鲨做美食#希望能保护海洋生物 ​,iPhone客户端,,,,https://weibo.com/6604017523/LFeIKkAz5?refer_flag=1001030103_,0,0,0
4798200080499601,2022-08-03 02:05,萌主军团晓雷,https://weibo.com/6479426424?refer_flag=1001030103_,#警方认定网红用濒危大白鲨做美食 #小月说 #大v快评O网页链接 ​,iPhone客户端,,,https://wx3.sinaimg.cn/orj360/0074v0NOgy1h4sys28i84j30ny0nyn09.jpg,https://weibo.com/6479426424/LFcDe25Y5?refer_flag=1001030103_,0,0,0
4798200025711210,2022-08-03 02:04,萌主军团晓雷,https://weibo.com/6479426424?refer_flag=1001030103_,#警方认定网红用濒危大白鲨做美食 #小月说 #大v快评O网页链接 ​,iPhone客户端,,,https://wx4.sinaimg.cn/orj360/0074v0NOgy1h4syru51dwj30ny0nyn09.jpg,https://weibo.com/6479426424/LFcD8nXKi?refer_flag=1001030103_,0,0,0
4798168250716365,2022-08-02 23:58,猎豹女士羊美兰,https://weibo.com/5518479485?refer_flag=1001030103_,//@他们说名字越长越好我也这么觉得:还踏马大几百万粉丝是我万万没想到的//@大泽科技SHOW:#警方认定网红用濒危大白鲨做美食#这尴尬的演技，很好奇，会是什么受众群体……,iPhone客户端,,,,https://weibo.com/5518479485/LFbNT30mh?refer_flag=1001030103_,0,0,0
4798166212023368,2022-08-02 23:50,Elfin一,https://weibo.com/6512981569?refer_flag=1001030103_,#警方认定网红用濒危大白鲨做美食#有点恐怖了 ​,荣耀10青春版,,,,https://weibo.com/6512981569/LFbKB8umY?refer_flag=1001030103_,0,0,0
4798122025550454,2022-08-02 20:54,番茄皮皮Pheebs,https://weibo.com/7756600071?refer_flag=1001030103_,#警方认定网红用濒危大白鲨做美食#干什么工作都要遵守法律。,小米10,,,https://wx1.sinaimg.cn/orj360/4a46c396gy1h4qk23kzr2j20zo0ren2n.jpg https://wx4.sinaimg.cn/thumb150/4a46c396gy1h4qk23st9lg208808rnpd.jpg https://wx4.sinaimg.cn/orj360/4a46c396gy1h4qk23x8rhj20u016845u.jpg https://wx4.sinaimg.cn/orj360/4a46c396gy1h4qk23yed7j20u010pgqm.jpg https://wx2.sinaimg.cn/orj360/4a46c396gy1h4qk23dcpzj20k00snwg3.jpg https://wx1.sinaimg.cn/orj360/4a46c396gy1h4qk23hifqj20jb0goab6.jpg,https://weibo.com/7756600071/LFaBknhVs?refer_flag=1001030103_,0,0,0
4798114977810507,2022-08-02 20:26,棟棟贾,https://weibo.com/1955885937?refer_flag=1001030103_,#警方认定网红用濒危大白鲨做美食# 这个女主播等着坐牢吧，听说还吃了娃娃鱼，大龟，鳄鱼等,iQOO Neo5 生而为赢,,,https://wx1.sinaimg.cn/orj360/4a46c396gy1h4qk23kzr2j20zo0ren2n.jpg https://wx4.sinaimg.cn/thumb150/4a46c396gy1h4qk23st9lg208808rnpd.jpg https://wx4.sinaimg.cn/orj360/4a46c396gy1h4qk23x8rhj20u016845u.jpg https://wx4.sinaimg.cn/orj360/4a46c396gy1h4qk23yed7j20u010pgqm.jpg https://wx2.sinaimg.cn/orj360/4a46c396gy1h4qk23dcpzj20k00snwg3.jpg https://wx1.sinaimg.cn/orj360/4a46c396gy1h4qk23hifqj20jb0goab6.jpg,https://weibo.com/1955885937/LFapXwLRV?refer_flag=1001030103_,0,0,0
4798098855429235,2022-08-02 19:22,欧气的栗鼠ss,https://weibo.com/6489789986?refer_flag=1001030103_,#警方认定网红用濒危大白鲨做美食# 刑 ​,HUAWEI Mate 30 Pro,,,,https://weibo.com/6489789986/LF9ZXmMoj?refer_flag=1001030103_,0,0,0
4798096468875055,2022-08-02 19:13,口袋椰斯,https://weibo.com/6574380672?refer_flag=1001030103_,#警方认定网红用濒危大白鲨做美食#真有能耐 ​,,,,,https://weibo.com/6574380672/LF9W6BeO3?refer_flag=1001030103_,0,0,0
4798095680603270,2022-08-02 19:10,小党,https://weibo.com/1644862084?refer_flag=1001030103_,澎湃写了南充女主播那条鲨鱼的来历 ：该主播是从淘宝网上一家福建水产品店老板处购买的“大白鲨”，由于该主播是这家店的老客户，双方有别的联系方式。此次购买的“大白鲨”并非从网上下单，而是系线下交易。据知情人介绍，淘宝店主和该主播线下联系，并向该主播推荐了鲨鱼。该主播曾询问购买鲨鱼是否合法，店主则表示，“当地都在卖。”双方最终以7000元钱的价格达成交易。#警方认定网红用濒危大白鲨做美食# L小党的微博视频 收起d,iPhone 12 Pro,,,,https://weibo.com/1644862084/LF9UQ2wWa?refer_flag=1001030103_,1,2,1
4798094761271720,2022-08-02 19:06,中国国家地理,https://weibo.com/1222135407?refer_flag=1001030103_,#警方认定网红用濒危大白鲨做美食# “大白鲨”的中文正式名，其实是更霸气的“噬人鲨”，并以超过300起确切袭人记录位居鲨族榜首。不过人类远非它们的日常猎物。噬人鲨食谱广泛，从海狮、海狗等海兽到其他鲨鱼，再到中小型鱼类及头足类，乃至海面漂浮的鲸尸，都来者不拒。噬人鲨腹部白色，背部青灰，从上、下方看去都和海水融为一体，难以被发现。发达的肌肉和尾柄侧突提供了强大的爆发力，使它们能发动雷霆般的突袭。除了极少数被虎鲸攻击的个例，噬人鲨在自然界几乎没有对手。虽然它很凶，但由于人类的直接或间接捕杀，以及栖息海域的生态破坏，噬人鲨已经被列为国家二级保护动物。所以，还是远离它们为好。 收起d,微博 weibo.com,,,https://wx3.sinaimg.cn/orj360/001kHXfply1h4smogp0spj60u01907cp02.jpg,https://weibo.com/1222135407/LF9Tm5kPC?refer_flag=1001030103_,21,37,468
4798087950762379,2022-08-02 18:39,蜘蛛财经,https://weibo.com/7736824558?refer_flag=1001030103_,#京东# #警方认定网红用濒危大白鲨做美食# 【8月1日，南充官方在通报女网红“提子”烹食濒危物种“大白鲨”事件中，明确声称这“大白鲨”来源于福建沿海地区，是女网红“提子”从京东购买。】《京东否认了！谁在为南充女网红“提子”网购“大白鲨”提供平台》 O京东否认了！谁在为南充女网红“提子”网购“大白鲨”提供平台 ​​​,微博 weibo.com,,,,https://weibo.com/7736824558/LF9In3ckr?refer_flag=1001030103_,4,1,1
4798084120844026,2022-08-02 18:24,强迫症老教授,https://weibo.com/6454413669?refer_flag=1001030103_,第一视角大白鲨！“听说有人吃我兄弟，扔她下来让她知道什么叫残忍！”#头号博主进阶计划##亿点曝光计划##给视频加buff##警方认定网红用濒危大白鲨做美食# L强迫症老教授的微博视频 ​,微博视频号,,,,https://weibo.com/6454413669/LF9Cc3xzk?refer_flag=1001030103_,0,5,5
4798078093624833,2022-08-02 18:00,世界观察局,https://weibo.com/6474280055?refer_flag=1001030103_,@超艺超给力 #警方认定网红用濒危大白鲨做美食#。#网红购买大白鲨来自福建沿海#网红们恐怕是被即将薅来一大波流量的兴奋给冲昏了头，只想着怎么做得更出格，更刺激，完全已经不顾常识和底线，又哪里顾得上去核实“食材”的合法性呢？当流量冲进来的时候，很快也就揪到她踩到了法律的红线。#网红吃大白鲨事件必须严查#L超艺超给力的微博视频 收起d,微博视频号,,,,https://weibo.com/6474280055/LF9stfcZ3?refer_flag=1001030103_,0,0,1
4798078094150745,2022-08-02 18:00,微评论,https://weibo.com/6524418593?refer_flag=1001030103_,@超艺超给力 #警方认定网红用濒危大白鲨做美食#。#网红购买大白鲨来自福建沿海#网红们恐怕是被即将薅来一大波流量的兴奋给冲昏了头，只想着怎么做得更出格，更刺激，完全已经不顾常识和底线，又哪里顾得上去核实“食材”的合法性呢？当流量冲进来的时候，很快也就揪到她踩到了法律的红线。#网红吃大白鲨事件必须严查#L超艺超给力的微博视频 收起d,微博视频号,,,,https://weibo.com/6524418593/LF9sthpNv?refer_flag=1001030103_,0,0,0
4798078089435593,2022-08-02 18:00,我在现场ing,https://weibo.com/6474280046?refer_flag=1001030103_,@超艺超给力 #警方认定网红用濒危大白鲨做美食#。#网红购买大白鲨来自福建沿海#网红们恐怕是被即将薅来一大波流量的兴奋给冲昏了头，只想着怎么做得更出格，更刺激，完全已经不顾常识和底线，又哪里顾得上去核实“食材”的合法性呢？当流量冲进来的时候，很快也就揪到她踩到了法律的红线。#网红吃大白鲨事件必须严查#L超艺超给力的微博视频 收起d,微博视频号,,,,https://weibo.com/6474280046/LF9ssDACZ?refer_flag=1001030103_,0,0,0
4798078089172320,2022-08-02 18:00,微观现场,https://weibo.com/6474280074?refer_flag=1001030103_,@超艺超给力 #警方认定网红用濒危大白鲨做美食#。#网红购买大白鲨来自福建沿海#网红们恐怕是被即将薅来一大波流量的兴奋给冲昏了头，只想着怎么做得更出格，更刺激，完全已经不顾常识和底线，又哪里顾得上去核实“食材”的合法性呢？当流量冲进来的时候，很快也就揪到她踩到了法律的红线。#网红吃大白鲨事件必须严查#L超艺超给力的微博视频 收起d,微博视频号,,,,https://weibo.com/6474280074/LF9ssCu8E?refer_flag=1001030103_,0,0,0
4798077796093239,2022-08-02 17:59,微博时事,https://weibo.com/3787126342?refer_flag=1001030103_,@超艺超给力：#警方认定网红用濒危大白鲨做美食#网红们恐怕是被即将薅来一大波流量的兴奋给冲昏了头，完全已经不顾常识和底线，又哪里顾得上去核实“食材”的合法性呢？,微博 weibo.com,,,,https://weibo.com/3787126342/LF9rZpz83?refer_flag=1001030103_,0,0,0
4798077212823800,2022-08-02 17:56,超艺超给力,https://weibo.com/2644672981?refer_flag=1001030103_,#警方认定网红用濒危大白鲨做美食#。#网红购买大白鲨来自福建沿海#网红们恐怕是被即将薅来一大波流量的兴奋给冲昏了头，只想着怎么做得更出格，更刺激，完全已经不顾常识和底线，又哪里顾得上去核实“食材”的合法性呢？当流量冲进来的时候，很快也就揪到她踩到了法律的红线。#网红吃大白鲨事件必须严查##维权超给力# @微博时事 L超艺超给力的微博视频 收起d,微博视频号,,,,https://weibo.com/2644672981/LF9r3bQBa?refer_flag=1001030103_,1,1,3
